1295728,25,Male,18,6,5,0,0,0,0,low
1180746,16,Male,857,110,92,13,27,12,1,medium
1566866,19,Female,42,22,17,5,1,5,0,low
1022691,24,Male,353,1,1,4,0,0,4,low
2101663,26,Male,560,137,93,4,2,3,1,low
1445125,113,Male,2072,103,8,6,9,0,6,medium
2027886,15,Male,474,199,135,41,6,41,0,medium
1149378,99,Female,2140,494,270,105,28,34,71,medium
1186937,19,Female,405,215,122,32,39,2,30,high
1834488,16,Female,612,1199,727,2261,1145,1767,494,high
2117773,20,Male,316,135,92,7,17,7,0,medium
2067694,20,Male,690,191,86,10,10,10,0,medium
1457216,52,Male,288,54,28,0,8,0,0,medium
1025152,19,Male,487,139,99,0,0,0,0,low
2074079,23,Male,496,32,21,3,10,3,0,medium
1939275,103,Female,734,180,72,71,51,71,0,high
1011793,21,Male,511,41,29,2,0,0,2,low
1859570,52,Female,493,40,29,19,2,19,0,low
1355240,29,Male,760,126,50,1,1,0,1,low
1903896,14,Female,93,126,102,44,41,37,7,high
1330901,17,Male,1236,668,175,0,207,0,0,high
1453316,33,Male,94,9,9,8,1,8,0,low
2158777,56,Male,1053,198,82,0,1,0,0,low
1054642,15,Male,258,202,140,321,39,263,58,high
1532545,23,Male,470,247,100,16,42,16,0,high
1920634,20,Male,696,31,17,0,0,0,0,low
1051118,46,Male,16,6,4,1,1,1,0,low
1553487,19,Male,34,76,65,4,17,0,4,medium
1639301,28,Male,248,63,35,7,50,7,0,high
1174599,14,Female,287,441,196,38,107,38,0,high
2111774,19,Male,331,188,144,33,5,7,26,medium
1052518,61,Female,796,48,32,0,0,0,0,low
2014897,17,Male,325,161,132,0,0,0,0,low
1220496,24,Female,486,110,58,0,0,0,0,low
1173291,113,Female,1640,77,18,11,4,0,11,medium
1484917,75,Female,2214,674,96,106,52,106,0,high
1980951,35,Male,2,0,0,0,0,0,0,low
1607891,34,Female,735,202,67,1630,1214,898,732,high
1034829,61,Male,1183,45,25,52,72,0,52,high
1048557,85,Female,1195,75,37,565,142,495,70,high
1488991,15,Male,667,611,460,1652,840,1619,33,high
1719467,32,Male,1120,2694,1105,3,38,3,0,high
1767109,66,Male,1777,324,230,275,102,183,92,high
1575677,34,Female,507,249,153,503,247,503,0,high
1551744,57,Male,538,25,24,9,0,9,0,low
1720711,55,Female,1056,156,41,51,20,0,51,medium
2000199,61,Male,159,49,25,1,3,1,0,medium
1714532,15,Male,310,40,31,21,0,21,0,low
1546098,18,Male,1403,1779,1117,14,79,14,0,high
1024769,32,Male,213,407,355,219,129,219,0,high
1816206,55,Male,1461,131,38,9,69,1,8,high
1615117,68,Male,345,80,72,0,0,0,0,low
2180300,29,Female,665,137,97,6,7,6,0,medium
1133545,33,Male,577,28,17,19,46,0,19,high
1073948,35,Male,140,57,48,64,76,64,0,high
1391056,48,Female,451,239,78,3,6,0,3,medium
1135519,16,Male,409,263,97,579,915,362,217,high
1408211,18,Female,319,253,185,1762,233,1747,15,high
1081209,62,Male,1831,192,102,407,15,407,0,medium
1721094,23,Male,160,69,60,0,0,0,0,low
2125085,42,Male,615,3,3,0,0,0,0,low
1383601,15,Female,31,395,61,53,1428,53,0,high
1468065,22,Male,42,15,11,56,16,56,0,medium
2016110,24,Male,254,135,47,37,30,4,33,medium
1277020,61,Male,112,44,30,17,4,17,0,medium
1634299,58,Female,1528,105,47,438,185,426,12,high
1373614,25,Male,608,720,478,16,371,2,14,high
1541922,21,Male,186,1,1,18,9,16,2,medium
1019064,19,Male,217,396,281,266,230,138,128,high
1733210,16,Female,734,412,131,15,13,15,0,medium
2002857,66,Male,117,33,9,0,0,0,0,low
1630372,23,Female,616,58,23,21,12,21,0,medium
1875020,16,Female,496,1,1,0,0,0,0,low
1612573,20,Male,856,314,170,1,0,1,0,low
1750665,33,Male,22,32,30,1233,56,1233,0,high
1888596,18,Male,295,100,23,4,0,4,0,low
1408347,24,Male,24,33,28,188,9,188,0,medium
1544043,17,Male,292,427,252,0,0,0,0,low
2134651,16,Male,104,34,29,0,0,0,0,low
1570716,58,Female,1396,284,245,583,314,166,417,high
2050133,93,Male,543,49,29,0,0,0,0,low
1483121,18,Female,119,238,49,573,249,573,0,high
1619065,108,Female,498,934,359,67,26,67,0,medium
2044250,80,Female,1858,53,37,1,2,1,0,low
1833613,22,Female,491,72,56,0,0,0,0,low
2021637,14,Female,74,85,44,3,5,3,0,medium
1417741,69,Female,1805,67,22,82,36,13,69,high
1998435,20,Male,42,435,400,52,30,52,0,medium
1729215,22,Female,571,137,67,0,0,0,0,low
2090100,25,Male,756,468,237,7,229,7,0,high
2127397,70,Female,308,2,2,0,0,0,0,low
2006363,19,Male,202,999,905,430,236,351,79,high
1702329,67,Female,769,21,7,18,6,0,18,medium
1215395,54,Female,3,5,4,9,9,9,0,medium
1113966,108,Female,513,86,54,81,162,0,81,high
1615686,18,Female,374,780,368,5,38,5,0,high
1780734,50,Male,281,2,1,0,2,0,0,low
1315027,27,Male,607,50,38,11,6,3,8,medium
1910097,16,Female,425,409,186,14,32,14,0,high
1777136,40,Female,86,164,142,83,55,82,1,high
1318713,21,Male,468,142,93,45,65,42,3,high
1350656,56,Male,144,192,179,25,38,25,0,high
1451412,50,Male,102,40,26,0,0,0,0,low
1582427,43,Female,863,299,203,514,435,372,142,high
1612311,59,Female,919,74,31,467,221,3,464,high
2113339,17,Female,467,51,27,152,48,150,2,high
1348466,27,Female,481,43,25,308,17,282,26,medium
2091747,25,Female,847,11,7,0,0,0,0,low
1788158,50,Male,985,15,5,14,36,14,0,high
1273576,44,Male,1816,186,84,0,0,0,0,low
1585114,36,Female,814,86,39,91,107,66,25,high
1979677,19,Male,338,33,8,1,0,0,1,low
1089677,27,Male,23,34,27,34,13,34,0,medium
1462031,53,Female,978,122,96,10,28,7,3,medium
1563033,23,Male,923,501,330,1,343,1,0,high
1659814,51,Male,618,1007,665,695,380,373,322,high
1568432,17,Female,766,3163,2160,817,1127,763,54,high
1066668,16,Male,75,63,46,0,0,0,0,low
1018731,16,Female,650,408,257,1719,658,1708,11,high
1112605,14,Female,419,1290,796,50,66,50,0,high
1633127,41,Male,1033,37,21,4,2,4,0,low
1418577,15,Male,206,18,18,0,1,0,0,low
1176500,63,Female,1243,185,151,166,199,14,152,high
1092322,65,Male,718,0,0,0,0,0,0,low
1989730,44,Female,283,45,24,5,34,5,0,high
1845787,33,Female,408,0,0,0,0,0,0,low
1038116,51,Male,2163,103,20,1,0,0,1,low
1637207,28,Female,456,176,58,150,100,150,0,high
1074764,78,Female,188,29,14,148,3,148,0,medium
1297965,23,Female,728,1,1,0,0,0,0,low
2100857,25,Female,62,8,5,0,0,0,0,low
1705922,53,Male,526,65,53,42,19,42,0,medium
1327688,68,Female,945,1531,526,22,34,22,0,high
1902197,43,Male,29,13,12,0,0,0,0,low
1272392,23,Male,178,26,18,3,0,0,3,low
1080184,63,Male,808,392,211,12,12,1,11,medium
1191923,20,Female,468,46,28,0,0,0,0,low
1569059,29,Male,31,65,49,346,262,346,0,high
1977116,20,Female,103,7,7,0,0,0,0,low
1567006,26,Male,462,681,223,149,84,149,0,high
1913790,100,Male,1413,455,76,56,51,52,4,high
1942721,63,Male,1145,160,33,17,15,17,0,medium
1671247,18,Female,400,448,206,272,301,57,215,high
1688697,15,Male,8,58,45,7,6,7,0,medium
1687142,48,Female,900,23,8,0,0,0,0,low
1866513,23,Male,708,96,57,42,2,42,0,low
2165663,59,Male,768,62,23,1,1,1,0,low
1565343,50,Male,313,66,49,1,1,1,0,low
1254034,47,Male,11,9,9,1,0,1,0,low
1614655,31,Male,404,30,28,0,2,0,0,low
1912553,19,Male,216,99,64,279,72,279,0,high
1449934,15,Female,374,326,67,47,0,47,0,low
1262983,39,Male,102,31,16,55,1,55,0,low
1532038,40,Female,509,20,11,110,1,110,0,low
1975691,25,Male,372,139,115,0,17,0,0,medium
2062511,54,Female,1356,9,4,14,24,10,4,medium
1625179,24,Male,264,53,36,1,0,1,0,low
1564685,38,Male,581,294,211,0,14,0,0,medium
1005966,53,Male,190,67,50,0,2,0,0,low
1896669,37,Female,690,44,17,76,60,76,0,high
1686634,23,Male,270,344,145,378,62,354,24,high
1945526,28,Male,471,44,13,2,7,2,0,medium
1071160,31,Male,140,30,15,0,0,0,0,low
1229250,27,Male,212,45,29,253,97,253,0,high
2080067,55,Female,638,108,55,0,0,0,0,low
1778396,25,Female,265,7,6,46,42,44,2,high
1371609,54,Female,671,75,16,113,87,113,0,high
1416638,19,Male,303,338,160,1,0,0,1,low
2057918,36,Male,357,126,57,84,99,84,0,high
1308629,21,Male,88,150,145,1439,200,1439,0,high
1739658,29,Female,286,24,6,0,0,0,0,low
1015851,96,Male,1429,317,125,54,43,53,1,high
1057651,28,Male,434,20,11,2,1,0,2,low
1252101,57,Male,662,437,305,19,4,19,0,medium
1455373,23,Male,320,41,38,2,1,0,2,low
1150751,16,Male,543,4,4,1,0,0,1,low
1303297,100,Male,559,207,129,773,345,773,0,high
1691666,93,Male,791,166,115,17,5,17,0,medium
1631097,17,Female,171,4,4,0,0,0,0,low
1430636,33,Female,1613,154,82,297,465,297,0,high
1574793,57,Female,468,8,1,0,0,0,0,low
1256355,59,Female,99,32,14,15,4,0,15,medium
1785176,103,Female,449,181,98,4,2,4,0,low
1832715,25,Male,664,89,64,2,5,2,0,medium
1073033,66,Female,555,317,144,472,303,472,0,high
2096650,27,Female,245,115,61,31,43,31,0,high
2113356,20,Female,504,682,552,3038,169,2921,117,high
2036349,19,Male,611,276,158,451,251,451,0,high
2053855,25,Female,256,355,121,2,0,2,0,low
1445979,24,Male,322,68,48,0,1,0,0,low
1731286,66,Female,1686,382,185,151,307,151,0,high
1678632,32,Male,520,135,89,68,9,68,0,medium
1564844,17,Male,386,140,112,0,0,0,0,low
1837841,51,Female,508,94,51,8,5,0,8,medium
1049861,17,Male,157,35,24,0,6,0,0,medium
2189982,30,Male,438,36,16,0,0,0,0,low
1839125,22,Female,365,152,88,27,32,27,0,high
2152820,21,Male,651,16,11,1,1,1,0,low
1642482,27,Male,455,4,2,0,0,0,0,low
1972455,46,Female,1555,555,101,796,1181,332,464,high
1555831,23,Female,360,299,274,1,0,0,1,low
1000881,14,Male,163,44,23,14,3,14,0,medium
1583920,50,Male,985,58,43,275,128,259,16,high
1927556,26,Male,663,29,17,1,1,1,0,low
1118099,76,Male,155,590,495,494,57,43,451,high
1446337,23,Female,2,14,12,0,0,0,0,low
2121531,31,Female,481,204,95,38,27,0,38,medium
1575470,102,Male,4,4,2,14,2,1,13,low
1737736,23,Female,251,327,196,202,66,31,171,high
1981167,49,Male,357,115,86,114,12,114,0,medium
2014275,73,Female,621,84,52,1,2,0,1,low
1352938,88,Male,1330,140,89,18,6,0,18,medium
2018225,19,Female,447,396,72,29,280,29,0,high
1292201,23,Female,383,416,150,0,0,0,0,low
1204634,44,Female,135,27,23,2,5,2,0,medium
1078999,22,Female,396,212,61,11,35,11,0,high
1790920,103,Female,549,214,71,3,3,3,0,medium
1123911,22,Male,576,974,886,0,19,0,0,medium
1765562,17,Male,0,0,0,0,0,0,0,low
1102567,17,Male,39,42,39,45,22,45,0,medium
1832597,103,Female,527,86,64,2,2,2,0,low
1533601,73,Male,238,6,1,0,0,0,0,low
1563335,60,Male,14,16,14,3,2,0,3,low
1810383,51,Female,1285,122,64,94,53,0,94,high
1215265,14,Male,254,196,148,379,69,379,0,high
1878684,33,Male,40,11,8,13,0,13,0,low
1076975,68,Female,234,31,11,377,56,377,0,high
1977961,23,Male,433,197,181,37,40,36,1,high
1176194,19,Female,1561,1204,672,533,313,459,74,high
1536686,15,Male,37,0,0,0,0,0,0,low
1962293,41,Female,211,77,3,0,2,0,0,low
1465073,20,Male,393,86,51,7,3,7,0,medium
1791853,26,Male,352,164,114,0,0,0,0,low
1401345,21,Male,240,0,0,0,0,0,0,low
1734018,66,Male,313,589,187,678,850,1,677,high
2170060,25,Male,123,0,0,0,0,0,0,low
2137712,14,Male,11,1,1,0,0,0,0,low
1705937,24,Female,208,55,38,8,7,8,0,medium
1488038,15,Female,522,351,244,0,4,0,0,medium
1257520,47,Female,936,292,159,5,38,5,0,high
1083469,32,Male,113,12,9,0,0,0,0,low
1360953,67,Male,1779,75,49,5,6,1,4,medium
1934718,24,Male,371,92,85,0,0,0,0,low
1807143,21,Male,936,90,8,2,86,0,2,high
1704839,35,Male,674,78,54,1,0,1,0,low
2077800,42,Male,228,64,34,76,80,75,1,high
1329741,57,Female,650,196,58,163,97,0,163,high
1427880,47,Female,715,118,72,18,283,18,0,high
1550025,17,Male,682,139,89,129,128,118,11,high
1892425,21,Male,316,59,42,0,0,0,0,low
1836215,46,Male,200,26,19,30,0,0,30,low
1020125,14,Male,59,13,12,0,0,0,0,low
2191854,98,Male,660,753,479,16,55,16,0,high
1545496,25,Male,15,0,0,0,0,0,0,low
2084689,104,Male,1621,15,10,255,9,139,116,medium
1888850,31,Female,628,31,9,0,0,0,0,low
2038588,43,Male,532,365,133,23,31,4,19,high
2078009,59,Male,1483,53,19,4,3,0,4,medium
1140536,35,Female,260,9,4,12,1,12,0,low
1509363,24,Male,475,142,114,0,0,0,0,low
1765158,61,Female,1276,90,29,7,3,7,0,medium
1439484,50,Female,741,9,5,9,3,2,7,medium
1873374,42,Female,333,219,84,164,57,164,0,high
1073152,29,Male,374,594,497,26,20,26,0,medium
1652529,62,Female,93,35,26,117,21,117,0,medium
1728335,49,Female,464,10,4,0,0,0,0,low
1390760,55,Female,1503,122,51,194,132,194,0,high
1872125,16,Female,503,1519,411,869,3623,863,6,high
2012656,36,Female,817,106,39,196,201,196,0,high
1539734,45,Male,619,167,67,784,389,783,1,high
1784846,46,Male,678,13,1,26,47,11,15,high
1315412,23,Male,637,132,112,9,0,9,0,low
2179636,63,Male,451,64,55,47,1,0,47,low
1570555,33,Female,529,0,0,0,0,0,0,low
2141406,38,Male,239,16,11,19,29,19,0,medium
1048996,67,Female,2318,36,9,12,9,12,0,medium
2186236,44,Male,344,75,74,0,0,0,0,low
1568501,21,Female,506,191,87,29,49,11,18,high
2123201,95,Male,1205,144,16,35,24,0,35,medium
2002788,23,Female,631,59,41,0,0,0,0,low
1875741,19,Male,199,112,81,17,250,17,0,high
2117221,31,Male,1380,140,36,0,1,0,0,low
1627230,24,Male,68,50,46,4,0,4,0,low
1688087,49,Female,1477,209,81,126,83,42,84,high
2100544,25,Male,103,9,3,2,1,2,0,low
2117134,21,Male,434,95,66,52,83,27,25,high
1495307,29,Male,269,117,25,0,25,0,0,medium
1847727,50,Female,1732,532,126,535,654,439,96,high
2093276,19,Male,444,128,83,7,0,0,7,low
1848288,64,Female,1386,36,23,81,40,80,1,high
1466214,40,Female,421,4,3,0,0,0,0,low
1501312,14,Male,437,67,45,0,9,0,0,medium
1458262,51,Male,585,95,56,275,233,78,197,high
1375810,41,Female,1544,11,7,0,7,0,0,medium
2116407,16,Female,222,178,139,0,1,0,0,low
1496780,49,Male,803,19,7,0,0,0,0,low
1623256,26,Female,452,49,21,7,2,7,0,low
1097394,22,Male,222,69,50,2,71,2,0,high
2096924,72,Female,749,13,12,2,0,0,2,low
1493077,19,Male,467,185,133,3,0,0,3,low
2026302,20,Female,232,500,181,146,765,118,28,high
1140144,30,Male,485,250,209,2,2,0,2,low
2163881,13,Female,119,40,12,294,107,294,0,high
1114624,16,Female,457,646,532,1,0,1,0,low
1612144,33,Male,364,237,129,9,13,9,0,medium
1309124,25,Male,872,30,18,1,0,0,1,low
1705142,106,Male,1572,240,199,180,95,110,70,high
1779243,23,Male,762,1,1,2,0,2,0,low
1899879,17,Male,426,114,71,13,47,13,0,high
1364372,49,Female,257,58,27,25,5,0,25,medium
1169970,23,Male,564,67,61,17,3,17,0,medium
1401710,19,Male,12,1,1,0,0,0,0,low
2143950,51,Female,2094,64,12,15,8,1,14,medium
2169253,68,Female,1425,57,11,2,0,0,2,low
1913969,18,Female,520,583,439,825,247,149,676,high
2078211,18,Male,37,135,102,39,4,39,0,medium
2015615,17,Male,423,300,219,10,2,10,0,low
1039752,17,Female,265,750,193,20,167,20,0,high
1599124,21,Female,1,8,0,2,3,2,0,medium
1914427,18,Female,471,343,186,126,238,126,0,high
2088808,27,Female,332,0,0,51,51,0,51,high
1640540,52,Female,1092,46,29,655,97,651,4,high
1139585,35,Female,375,28,17,34,6,34,0,medium
1147997,29,Male,748,295,184,19,12,19,0,medium
1988863,31,Male,601,240,204,18,20,18,0,medium
2089244,42,Male,293,78,59,630,563,600,30,high
1567562,43,Female,300,31,18,38,48,38,0,high
1410479,41,Female,184,50,27,2,2,0,2,low
1803682,18,Male,368,88,82,0,0,0,0,low
1115980,25,Male,290,95,79,5,0,5,0,low
1682806,20,Female,648,9,9,20,1,20,0,low
2132140,14,Female,453,297,158,517,213,33,484,high
1959927,59,Female,221,52,47,0,0,0,0,low
1978969,40,Male,530,17,13,0,0,0,0,low
2094298,33,Female,201,80,53,37,38,37,0,high
1018897,43,Female,403,82,52,360,176,355,5,high
1732691,43,Female,200,62,36,0,0,0,0,low
2089912,26,Female,327,95,54,216,133,216,0,high
1747875,19,Male,227,221,182,1,1,0,1,low
1987942,16,Male,174,87,68,3,1,3,0,low
1202337,26,Female,431,50,22,127,127,118,9,high
1447174,19,Male,287,334,310,0,0,0,0,low
1325534,54,Female,1356,62,29,66,73,31,35,high
1160957,19,Male,72,1,0,0,0,0,0,low
2143761,33,Female,338,79,49,312,106,303,9,high
2146108,17,Female,160,174,89,6,1,6,0,low
1851227,45,Female,382,89,61,5,4,5,0,medium
1996986,33,Male,17,0,0,0,0,0,0,low
1500368,27,Female,352,89,60,12,20,12,0,medium
1597477,40,Male,286,198,141,37,112,36,1,high
1637313,16,Female,96,288,247,2933,226,2933,0,high
1444429,52,Female,1898,182,117,234,41,176,58,high
1155348,15,Female,6,35,30,0,3,0,0,medium
1492805,65,Male,1831,193,74,1,1,1,0,low
1607206,98,Female,1493,200,144,157,126,129,28,high
1111263,25,Male,205,84,73,5,13,4,1,medium
1549177,24,Female,660,231,216,714,300,170,544,high
1569344,19,Female,381,495,394,1,1,0,1,low
1031310,14,Male,112,74,63,4,4,1,3,medium
1890056,31,Male,173,84,55,5,19,5,0,medium
1945716,16,Male,135,51,30,1,2,1,0,low
1360138,65,Female,289,54,30,24,3,1,23,medium
1272764,27,Male,406,9,5,9,8,9,0,medium
1831423,29,Male,328,37,19,112,75,13,99,high
1985241,34,Male,601,18,5,30,0,30,0,low
1190078,19,Male,594,133,95,4,0,4,0,low
1803519,16,Female,1336,984,392,239,364,173,66,high
1105052,19,Male,408,239,162,123,129,47,76,high
1245499,100,Female,2173,483,238,88,9,72,16,medium
1072858,57,Female,427,23,13,1,0,0,1,low
1536035,23,Male,94,0,0,0,0,0,0,low
1583884,57,Female,1023,118,54,88,181,88,0,high
1312438,53,Female,137,8,7,0,0,0,0,low
1778380,19,Male,547,84,23,16,7,16,0,medium
1636674,51,Female,193,15,8,43,28,0,43,medium
1677101,24,Male,292,0,0,0,0,0,0,low
1567594,29,Male,63,113,103,10,27,10,0,medium
1675649,17,Male,563,132,89,3,8,3,0,medium
1727229,52,Female,248,36,8,3,6,0,3,medium
1224320,80,Male,1853,457,203,32,14,0,32,medium
1247438,24,Male,242,184,165,0,44,0,0,high
1137639,103,Female,1218,299,56,11,117,11,0,high
1524860,28,Female,375,169,151,64,16,46,18,medium
2112700,54,Female,464,249,60,300,56,0,300,high
1550050,24,Male,272,600,314,16,0,0,16,low
1863042,17,Male,29,0,0,0,0,0,0,low
1102868,27,Male,263,22,18,29,0,0,29,low
2145564,21,Female,756,238,118,5,1,0,5,low
2186904,27,Male,961,738,456,486,122,486,0,high
2062775,29,Male,371,862,789,37,4,37,0,medium
1958197,113,Male,1473,947,442,571,478,561,10,high
2015961,26,Male,584,531,493,65,125,16,49,high
1783886,56,Female,254,295,73,602,133,0,602,high
2175961,19,Female,317,191,119,4,5,4,0,medium
1312038,37,Male,254,10,9,1,0,1,0,low
1892731,25,Male,212,8,5,0,2,0,0,low
1785037,25,Female,163,409,77,260,469,249,11,high
1042103,24,Female,747,303,153,577,457,127,450,high
1546418,22,Female,369,8,4,238,50,0,238,high
1366545,31,Female,1066,212,146,70,53,70,0,high
1227869,15,Male,573,169,111,32,5,5,27,medium
1749146,36,Female,481,65,52,32,0,2,30,low
1735721,108,Male,1582,65,6,13,54,2,11,high
1496598,113,Male,1221,356,184,37,62,37,0,high
1644999,55,Female,1021,167,118,88,53,88,0,high
1577696,30,Male,364,24,8,0,0,0,0,low
1731960,49,Male,2229,131,76,7,27,2,5,medium
1301252,14,Female,361,140,124,2,0,0,2,low
1910076,22,Female,705,113,90,182,4,182,0,medium
1455905,18,Male,599,102,72,0,7,0,0,medium
1025016,48,Male,1369,70,14,1,1,1,0,low
1561579,48,Female,554,61,39,5,4,5,0,medium
1926374,59,Female,227,76,64,29,8,25,4,medium
1496299,15,Male,63,0,0,0,0,0,0,low
1606919,52,Female,26,10,7,18,36,18,0,high
1067499,18,Male,170,21,17,2,3,2,0,medium
1397457,17,Male,202,540,451,3,26,2,1,medium
1389119,27,Male,219,13,12,15,23,15,0,medium
1547623,18,Male,299,39,33,0,0,0,0,low
2153305,20,Male,280,273,112,108,71,83,25,high
1456557,16,Female,91,109,90,20,60,10,10,high
1115582,24,Female,465,184,139,3,45,0,3,high
1328851,38,Male,296,17,11,7,1,7,0,low
1861237,34,Male,590,19,12,0,0,0,0,low
1510375,18,Male,645,1777,1083,485,469,471,14,high
1587603,66,Male,1515,82,36,0,4,0,0,medium
1799311,53,Female,1402,70,49,1437,187,1437,0,high
1479308,108,Female,816,263,153,292,41,0,292,high
1687260,23,Female,179,738,499,273,75,273,0,high
1854855,16,Male,367,67,52,0,0,0,0,low
1727502,18,Male,60,4,3,24,0,24,0,low
2047974,70,Female,467,19,17,22,20,21,1,medium
1473778,20,Male,420,178,112,24,19,24,0,medium
1871230,21,Male,158,23,13,2,0,2,0,low
2114356,17,Male,335,140,74,39,7,39,0,medium
1483304,59,Male,29,51,28,5,5,0,5,medium
1721290,21,Male,234,75,18,4,0,4,0,low
1082037,35,Male,491,3,2,0,0,0,0,low
1128545,31,Female,411,24,21,73,43,73,0,high
1249440,19,Female,554,115,62,4,13,0,4,medium
1034327,28,Female,346,64,43,1,2,0,1,low
1294086,15,Male,661,0,0,0,0,0,0,low
2017786,22,Female,739,592,335,318,733,50,268,high
1705711,95,Male,85,157,95,5,13,0,5,medium
1379032,20,Male,263,258,205,2,1,2,0,low
1019021,44,Female,1465,414,233,340,310,259,81,high
1570847,26,Female,419,28,15,1,1,1,0,low
1957832,21,Male,55,112,102,17,0,0,17,low
1531035,26,Male,1402,655,344,43,18,43,0,medium
1492489,17,Male,752,314,120,178,39,177,1,high
1518366,23,Female,362,36,22,12,7,12,0,medium
1106005,40,Male,142,0,0,0,0,0,0,low
1833819,29,Male,442,298,216,1,107,0,1,high
2183634,69,Male,986,57,33,36,6,0,36,medium
1866325,21,Male,149,27,9,0,0,0,0,low
2032033,23,Female,203,1,1,0,0,0,0,low
1904790,15,Female,279,271,125,7,44,6,1,high
1737089,55,Female,976,422,181,68,303,2,66,high
2059973,18,Male,273,117,95,56,94,56,0,high
2023844,38,Female,383,111,71,51,123,1,50,high
1016141,103,Female,806,362,82,586,826,576,10,high
1401690,15,Male,514,239,118,83,15,83,0,medium
2018169,18,Male,21,1,1,0,0,0,0,low
1110676,103,Male,1474,637,370,54,79,54,0,high
1258124,35,Male,55,21,9,1,0,1,0,low
1909731,29,Male,303,251,174,193,69,83,110,high
1577624,58,Female,216,60,52,77,27,0,77,medium
1481703,53,Male,666,48,29,3,16,3,0,medium
1872572,31,Male,641,180,110,1,0,0,1,low
2163391,17,Female,574,731,391,4,1,2,2,low
1748575,26,Male,4,21,19,22,2,4,18,low
1359650,41,Male,330,18,14,0,6,0,0,medium
1237399,17,Male,812,177,45,0,0,0,0,low
1831803,103,Female,792,57,33,227,60,227,0,high
2109855,17,Male,208,9,3,4,0,0,4,low
2191484,37,Male,481,168,119,344,520,251,93,high
1786118,13,Male,153,65,45,0,7,0,0,medium
1190605,49,Male,378,43,34,4,4,0,4,medium
1813973,60,Female,1265,225,134,206,148,206,0,high
1375400,17,Female,291,332,178,189,219,168,21,high
1661283,21,Male,223,67,45,111,11,111,0,medium
1275529,21,Male,197,8,7,3,2,3,0,low
2079963,24,Female,698,77,37,2,12,2,0,medium
1239582,31,Female,463,357,302,184,124,155,29,high
1440196,18,Male,615,214,161,146,85,146,0,high
1608412,77,Female,2195,147,49,373,274,330,43,high
1124774,34,Female,253,50,21,5,2,5,0,low
1851135,24,Male,51,341,315,1,0,0,1,low
1596642,18,Female,233,30,21,2,7,2,0,medium
1080227,46,Female,242,6,3,3,1,3,0,low
1753612,18,Male,217,59,39,429,523,45,384,high
1623445,55,Female,1403,82,41,21,8,16,5,medium
1409087,25,Male,133,389,370,4,6,4,0,medium
1123337,75,Female,808,106,76,25,7,25,0,medium
1768777,20,Male,570,21,15,2,13,0,2,medium
