Female,611.578933,3.0,2.0,No
Female,803.68419,3.0,5.0,No
Male,653.157879,4.0,4.0,No
Female,748.947352,3.0,5.0,No
Male,765.263136,4.0,4.0,No
Male,667.368406,3.0,4.0,No
Male,700.526298,2.0,4.0,No
Male,701.578933,4.0,2.0,No
Female,681.0526155,2.0,3.0,No
Male,625.78946,2.0,4.0,No
Male,645.2631425,4.0,3.0,No
Male,735.263136,4.0,3.0,No
Female,701.578933,4.0,4.0,No
Male,855.263136,5.0,6.0,No
Female,861.052609,4.0,4.0,No
Male,803.68419,3.0,2.0,No
Female,728.947352,3.0,3.0,No
Male,623.157879,3.0,3.0,No
Female,942.631555,4.0,5.0,No
Female,869.473663,2.0,5.0,No
Male,684.736825,4.0,3.0,No
Male,892.631555,3.0,4.0,No
Female,746.315771,3.0,2.0,No
Female,598.421041,4.0,3.0,No
Male,809.473663,4.0,3.0,No
Male,688.947352,5.0,6.0,No
Female,787.894717,3.0,6.0,No
Male,879.999974,3.0,4.0,No
Female,839.473663,4.0,5.0,No
Male,742.105244,3.0,3.0,No
Male,902.631555,4.0,6.0,No
Male,819.9999805,4.0,4.0,No
Female,724.736825,4.0,3.0,No
Male,721.0526155,4.0,5.0,No
Female,833.68419,3.0,5.0,No
Female,606.842095,1.0,3.0,No
Male,926.842082,4.0,5.0,No
Male,753.68419,4.0,3.0,No
Male,524.7368315,1.0,3.0,No
Female,633.6841965,4.0,3.0,No
Male,767.894717,3.0,3.0,No
Male,823.68419,3.0,4.0,No
Male,876.842082,3.0,4.0,No
Female,839.473663,3.0,5.0,No
Male,809.473663,3.0,3.0,No
Female,846.842082,3.0,4.0,No
Male,636.8420885,4.0,2.0,No
Female,835.263136,2.0,4.0,No
Male,639.999987,2.0,5.0,No
Female,677.368406,3.0,4.0,No
Male,958.421028,4.0,4.0,No
Male,712.6315615,4.0,3.0,No
Female,542.631568,2.0,1.0,No
Male,666.315771,4.0,2.0,No
Male,481.052622,4.0,1.0,No
Male,869.473663,4.0,6.0,No
Female,713.157879,3.0,5.0,No
Female,691.578933,4.0,5.0,No
Male,603.157879,3.0,3.0,No
Male,916.842082,4.0,6.0,No
Female,822.105244,3.0,3.0,No
Male,875.263136,4.0,5.0,No
Female,597.368406,2.0,3.0,No
Female,652.1052505,3.0,4.0,No
Female,651.578933,3.0,3.0,No
Female,641.578933,4.0,2.0,No
Male,643.157879,4.0,2.0,No
Male,671.578933,3.0,2.0,No
Male,733.68419,2.0,5.0,No
Female,894.210501,4.0,4.0,No
Female,815.263136,3.0,5.0,No
Male,878.421028,4.0,4.0,No
Male,746.315771,4.0,3.0,No
Female,902.631555,4.0,6.0,No
Female,659.999987,3.0,4.0,No
Female,816.315771,4.0,5.0,Yes
Female,773.68419,3.0,3.0,No
Male,435.7894665,3.0,1.0,No
Female,288.947365,3.0,1.0,No
Male,862.631555,4.0,3.0,No
Male,928.421028,4.0,6.0,No
Female,827.894717,5.0,6.0,No
Female,839.473663,2.0,6.0,No
Female,866.842082,3.0,4.0,No
Female,775.263136,4.0,2.0,No
Male,657.8947235,4.0,3.0,No
Male,802.105244,4.0,5.0,No
Male,601.578933,2.0,3.0,No
Female,932.631555,3.0,5.0,No
Female,829.473663,4.0,4.0,No
Male,607.368406,3.0,3.0,No
Male,865.263136,3.0,2.0,No
Female,697.894717,3.0,3.0,No
Female,806.315771,3.0,6.0,No
Male,763.68419,3.0,3.0,No
Female,648.421041,3.0,2.0,No
Male,817.894717,5.0,3.0,No
Female,807.894717,3.0,4.0,No
Female,659.999987,3.0,3.0,Yes
Female,908.421028,4.0,6.0,No
Female,793.68419,4.0,4.0,No
Female,716.315771,4.0,3.0,No
Female,736.8420885,3.0,3.0,No
Male,676.315771,5.0,3.0,No
Male,823.68419,3.0,3.0,No
Female,759.473663,2.0,5.0,Yes
Male,833.68419,2.0,3.0,No
Female,696.315771,3.0,3.0,No
Male,891.052609,3.0,5.0,No
Male,617.368406,2.0,3.0,Yes
Male,700.526298,3.0,4.0,No
Male,832.105244,3.0,6.0,No
Female,724.736825,3.0,3.0,No
Female,476.842095,1.0,3.0,No
Female,782.105244,4.0,3.0,No
Male,885.263136,4.0,4.0,No
Female,754.736825,4.0,3.0,Yes
Female,805.263136,5.0,5.0,No
Male,572.631568,4.0,4.0,No
Male,650.526298,3.0,4.0,No
Female,902.631555,4.0,6.0,No
Male,704.736825,3.0,3.0,No
Male,772.105244,4.0,6.0,No
Male,693.157879,4.0,3.0,No
Male,827.894717,3.0,4.0,No
Female,862.631555,4.0,5.0,No
Male,723.68419,3.0,3.0,No
Male,714.736825,4.0,3.0,No
Female,753.68419,3.0,3.0,No
Female,776.315771,2.0,4.0,No
Female,875.263136,5.0,5.0,No
Female,730.526298,4.0,3.0,No
Female,698.947352,3.0,5.0,No
Female,746.315771,3.0,3.0,No
Male,809.473663,4.0,4.0,No
Male,621.578933,2.0,4.0,No
Male,734.736825,4.0,4.0,No
Male,720.526298,4.0,3.0,Yes
Female,708.947352,4.0,3.0,No
Male,822.105244,3.0,4.0,No
Female,684.736825,5.0,5.0,Yes
Female,604.210514,4.0,3.0,No
Male,787.894717,5.0,5.0,No
Female,728.947352,3.0,4.0,No
Female,728.947352,2.0,4.0,No
Male,885.263136,3.0,4.0,No
Male,703.157879,3.0,3.0,No
Male,559.999987,3.0,5.0,Yes
Male,650.526298,5.0,6.0,No
Male,705.2631425,4.0,2.0,No
Male,674.736825,3.0,3.0,No
Male,786.842082,3.0,3.0,No
Male,625.78946,2.0,3.0,No
Female,942.631555,3.0,5.0,No
Female,667.368406,4.0,5.0,No
Male,767.894717,3.0,6.0,No
Male,772.105244,3.0,4.0,No
Female,763.68419,3.0,4.0,No
Male,803.68419,5.0,3.0,No
Female,722.105244,3.0,3.0,No
Female,795.263136,4.0,4.0,No
Male,792.105244,4.0,4.0,No
Male,916.842082,4.0,5.0,No
Male,796.842082,4.0,4.0,No
Male,770.526298,3.0,4.0,Yes
Female,843.68419,3.0,4.0,No
Female,793.68419,4.0,5.0,No
Male,702.105244,3.0,4.0,No
Female,792.105244,4.0,4.0,No
Male,707.368406,4.0,4.0,No
Male,752.105244,3.0,3.0,No
Male,708.947352,4.0,2.0,No
Female,922.631555,5.0,5.0,No
Female,809.473663,4.0,5.0,No
Female,704.736825,4.0,3.0,No
Male,536.842095,4.0,4.0,No
Male,641.578933,3.0,3.0,No
Female,740.526298,3.0,3.0,No
Female,753.68419,4.0,3.0,Yes
Male,734.736825,4.0,4.0,No
Female,571.052622,3.0,4.0,No
Male,800.526298,3.0,4.0,No
Female,677.368406,3.0,1.0,No
Male,844.210501,3.0,3.0,Yes
Female,750.526298,4.0,4.0,No
Male,783.68419,5.0,3.0,No
Male,856.842082,4.0,4.0,No
Female,822.105244,2.0,3.0,No
Female,896.842082,4.0,5.0,No
Male,782.105244,4.0,3.0,No
Male,780.526298,3.0,3.0,No
Male,629.4736695,4.0,2.0,No
Female,926.842082,3.0,4.0,No
Male,773.68419,4.0,3.0,No
Female,772.105244,3.0,1.0,No
Female,484.2105205,4.0,1.0,No
Male,875.263136,4.0,4.0,No
Female,797.894717,4.0,3.0,No
Female,831.052609,4.0,3.0,Yes
Male,726.315771,2.0,5.0,No
Male,637.368406,2.0,2.0,No
Male,752.105244,2.0,3.0,No
Male,802.105244,3.0,4.0,No
Female,604.210514,4.0,3.0,No
Female,855.263136,4.0,3.0,No
Female,648.947352,4.0,2.0,No
Female,694.736825,3.0,3.0,No
Male,726.315771,4.0,4.0,No
Male,773.68419,3.0,5.0,No
Female,823.68419,2.0,4.0,No
Female,702.105244,2.0,3.0,No
Female,862.631555,4.0,4.0,No
Male,763.68419,4.0,3.0,No
Male,823.68419,3.0,3.0,No
Male,766.315771,3.0,3.0,Yes
Female,728.947352,4.0,4.0,No
Male,856.842082,3.0,4.0,No
Male,623.157879,5.0,2.0,No
Male,596.842095,3.0,4.0,No
Female,786.315771,3.0,5.0,No
Male,786.315771,3.0,6.0,No
Female,767.894717,3.0,3.0,No
Male,692.105244,4.0,4.0,No
Male,865.263136,4.0,3.0,No
Female,861.052609,4.0,4.0,No
Male,807.894717,2.0,4.0,No
Female,681.578933,4.0,5.0,No
Male,843.68419,4.0,4.0,No
Female,797.894717,3.0,3.0,No
Male,645.78946,3.0,4.0,No
Female,673.157879,3.0,3.0,No
Male,779.473663,3.0,3.0,No
Male,482.631568,3.0,3.0,Yes
Male,730.526298,3.0,3.0,No
Male,619.999987,3.0,5.0,No
Male,676.315771,3.0,1.0,No
Female,707.368406,4.0,1.0,No
Female,835.263136,2.0,4.0,No
Female,894.210501,3.0,6.0,No
Female,908.421028,4.0,4.0,No
Male,793.68419,4.0,3.0,No
Male,718.947352,4.0,3.0,No
Female,909.999974,3.0,3.0,No
Male,774.736825,3.0,4.0,No
Male,708.947352,4.0,4.0,No
Male,773.68419,4.0,3.0,No
Female,836.842082,4.0,3.0,No
Male,817.894717,3.0,5.0,No
Female,728.947352,4.0,2.0,No
Male,911.052609,4.0,6.0,No
Female,443.684203,3.0,4.0,No
Female,671.578933,4.0,3.0,Yes
Male,756.315771,4.0,3.0,No
Female,728.947352,3.0,3.0,No
Female,756.315771,4.0,3.0,No
Male,573.157879,3.0,2.0,No
Male,706.315771,4.0,4.0,No
Female,872.631555,3.0,5.0,No
Female,764.2105075,3.0,4.0,No
Male,817.894717,2.0,4.0,No
Female,623.157879,4.0,5.0,Yes
Female,734.736825,4.0,3.0,No
Male,731.052609,4.0,3.0,Yes
Female,835.263136,3.0,3.0,No
Male,699.473663,4.0,1.0,No
Female,752.6315615,4.0,5.0,No
Male,733.68419,2.0,4.0,No
Male,795.263136,4.0,5.0,No
Female,896.842082,3.0,5.0,No
Male,667.368406,3.0,4.0,No
Male,723.68419,3.0,3.0,No
Male,793.68419,3.0,4.0,No
Male,839.473663,3.0,4.0,No
Male,737.894717,4.0,3.0,Yes
Male,922.631555,3.0,6.0,No
Female,805.263136,4.0,4.0,No
Male,664.736825,2.0,2.0,No
Male,825.263136,3.0,4.0,No
Male,862.631555,4.0,5.0,No
Male,979.999974,4.0,6.0,No
Male,726.315771,3.0,3.0,Yes
Female,762.105244,3.0,3.0,No
Male,817.894717,2.0,3.0,Yes
Female,802.105244,4.0,3.0,No
Female,817.894717,3.0,6.0,No
Male,767.894717,3.0,2.0,No
Female,697.368406,4.0,3.0,No
Female,908.421028,3.0,6.0,No
Female,764.736825,4.0,2.0,No
Male,891.052609,5.0,5.0,No
Male,793.68419,4.0,5.0,No
Female,757.894717,3.0,3.0,No
Male,628.4210345,3.0,2.0,No
Male,664.2105075,4.0,4.0,No
Male,728.947352,4.0,5.0,No
Male,821.5789265,3.0,5.0,No
Female,776.315771,3.0,3.0,No
Male,812.105244,4.0,4.0,No
Male,593.157879,3.0,3.0,No
Female,623.6841965,3.0,3.0,No
Male,738.4210345,3.0,3.0,No
Female,746.315771,3.0,4.0,No
Male,625.2631425,3.0,2.0,No
Male,891.052609,4.0,6.0,No
Female,827.894717,3.0,3.0,No
Female,688.947352,2.0,3.0,No
Male,760.526298,2.0,4.0,No
Female,718.947352,4.0,3.0,No
Male,805.263136,4.0,4.0,No
Male,591.0526155,3.0,3.0,No
Male,552.1052505,4.0,2.0,No
Male,835.263136,3.0,2.0,No
Female,770.526298,4.0,3.0,No
Male,667.368406,3.0,3.0,No
Male,627.368406,4.0,3.0,No
Female,802.105244,5.0,3.0,No
Female,773.68419,4.0,3.0,No
Female,619.999987,4.0,3.0,No
Female,793.68419,3.0,3.0,No
Female,742.105244,4.0,3.0,No
Male,892.631555,4.0,3.0,No
Male,827.894717,4.0,5.0,No
Male,823.68419,2.0,4.0,No
Male,787.894717,2.0,4.0,No
Female,866.842082,4.0,5.0,No
Female,655.78946,4.0,3.0,No
Female,753.68419,3.0,3.0,No
Female,733.157879,3.0,3.0,No
Male,726.315771,2.0,5.0,No
Female,814.2105075,5.0,4.0,No
Male,589.999987,4.0,3.0,No
Male,762.105244,3.0,5.0,No
Male,684.736825,5.0,3.0,No
Male,509.999987,3.0,1.0,No
Male,835.263136,3.0,3.0,No
Female,571.052622,2.0,3.0,No
Female,747.894717,4.0,5.0,Yes
Male,742.105244,3.0,5.0,Yes
Male,786.315771,3.0,4.0,No
Female,740.526298,2.0,3.0,No
Male,704.736825,4.0,2.0,No
Female,812.105244,3.0,4.0,No
Female,895.263136,4.0,4.0,No
Male,815.263136,1.0,4.0,No
Female,595.78946,1.0,3.0,No
Female,737.894717,3.0,4.0,No
Male,786.315771,2.0,5.0,Yes
Female,634.736825,3.0,3.0,No
Male,575.78946,3.0,4.0,No
Male,687.368406,4.0,4.0,No
Female,829.473663,2.0,5.0,No
Male,674.736825,4.0,3.0,No
Female,819.473663,3.0,5.0,No
Male,942.631555,4.0,5.0,No
Male,908.421028,4.0,6.0,No
Male,748.4210345,4.0,5.0,No
Female,700.526298,2.0,3.0,No
Male,595.2631425,3.0,1.0,No
Male,587.8947235,4.0,3.0,No
Female,519.999987,4.0,5.0,No
Male,855.263136,5.0,5.0,No
Male,879.473663,3.0,6.0,No
Male,727.894717,3.0,3.0,No
Male,722.105244,3.0,3.0,No
Female,833.68419,4.0,5.0,No
Female,772.105244,4.0,3.0,No
Male,758.947352,3.0,4.0,No
Female,793.68419,4.0,3.0,Yes
Female,795.263136,4.0,6.0,No
Male,811.052609,4.0,5.0,No
Male,750.526298,3.0,4.0,No
Female,774.736825,3.0,4.0,No
Female,599.999987,3.0,3.0,No
Male,813.68419,4.0,4.0,No
Male,528.421041,2.0,4.0,No
Male,989.999974,4.0,5.0,No
Male,796.315771,3.0,5.0,No
Female,789.473663,4.0,4.0,No
Female,786.315771,5.0,4.0,No
Male,463.684203,4.0,1.0,No
Male,706.315771,4.0,3.0,No
Female,697.368406,3.0,4.0,No
Male,724.736825,4.0,3.0,No
Female,579.999987,2.0,3.0,No
Male,836.842082,2.0,5.0,No
Male,750.526298,4.0,3.0,No
Male,815.263136,2.0,4.0,No
Female,595.78946,4.0,5.0,Yes
Male,546.842095,2.0,2.0,Yes
Male,914.210501,4.0,6.0,No
Male,819.473663,4.0,4.0,No
Male,747.894717,4.0,3.0,No
Female,849.473663,3.0,4.0,Yes
Female,869.473663,3.0,5.0,No
Female,791.5789265,4.0,5.0,No
Male,680.526298,4.0,3.0,No
Male,647.368406,3.0,4.0,No
Male,688.947352,3.0,3.0,No
Male,959.999974,4.0,5.0,No
Male,779.473663,5.0,3.0,No
Male,704.736825,3.0,4.0,No
Female,805.263136,3.0,4.0,No
Male,744.736825,2.0,4.0,No
Male,654.7368289,3.0,3.0,No
Male,693.157879,4.0,3.0,No
Female,701.578933,2.0,3.0,No
Female,700.526298,3.0,5.0,No
Male,763.68419,4.0,4.0,No
Female,774.736825,3.0,3.0,No
Female,859.473663,3.0,5.0,No
Female,710.526298,4.0,6.0,No
Male,827.894717,5.0,4.0,No
Female,718.947352,4.0,3.0,No
Female,969.999974,1.0,6.0,No
Female,594.210514,3.0,1.0,No
Male,645.2631425,3.0,2.0,No
Male,502.631568,5.0,1.0,No
Female,802.105244,3.0,4.0,No
Female,654.210514,4.0,3.0,No
Female,959.999974,4.0,4.0,No
Female,687.368406,3.0,3.0,No
Male,799.473663,3.0,3.0,No
Female,697.368406,4.0,3.0,No
Male,376.8420989,3.0,2.0,No
Male,704.736825,4.0,4.0,No
Male,684.736825,3.0,3.0,No
Female,858.421028,3.0,3.0,Yes
Male,667.368406,3.0,3.0,No
Female,683.157879,4.0,5.0,No
Male,809.473663,4.0,4.0,No
Male,714.736825,4.0,3.0,No
Female,776.315771,5.0,5.0,No
Male,793.68419,3.0,3.0,No
Male,714.736825,5.0,6.0,No
Female,779.473663,4.0,5.0,No
Female,764.736825,3.0,4.0,No
Female,723.157879,3.0,3.0,No
Male,680.526298,4.0,3.0,No
Male,726.315771,4.0,5.0,No
Female,634.210514,4.0,3.0,No
Male,693.157879,4.0,4.0,No
Male,743.68419,4.0,3.0,No
Male,744.736825,4.0,3.0,No
Female,829.473663,3.0,3.0,No
Male,766.315771,3.0,5.0,No
Female,683.157879,4.0,2.0,No
Male,811.052609,3.0,4.0,No
Female,713.157879,2.0,5.0,No
Male,508.421041,3.0,1.0,No
Male,672.105244,4.0,3.0,Yes
Male,683.157879,4.0,5.0,No
Male,755.263136,4.0,4.0,Yes
Female,730.526298,3.0,3.0,No
Male,815.263136,3.0,1.0,No
Female,752.105244,4.0,4.0,No
Male,507.8947235,2.0,4.0,No
Male,738.947352,3.0,5.0,No
Male,734.736825,4.0,3.0,No
Male,726.315771,4.0,3.0,No
Male,851.052609,5.0,5.0,No
Female,896.842082,5.0,6.0,No
Female,627.368406,2.0,5.0,No
Male,922.631555,4.0,4.0,No
Female,772.105244,4.0,3.0,No
Male,677.368406,3.0,3.0,No
Male,486.842095,1.0,5.0,No
Female,693.157879,3.0,3.0,No
Male,906.842082,4.0,6.0,No
Female,901.052609,4.0,4.0,No
Male,641.578933,2.0,4.0,No
Male,678.947352,3.0,3.0,No
Female,885.263136,4.0,4.0,No
Male,682.105244,4.0,3.0,No
Male,579.999987,4.0,3.0,No
Male,800.526298,4.0,4.0,No
Male,885.263136,4.0,2.0,No
Female,649.999987,4.0,3.0,No
Female,819.473663,4.0,1.0,No
Male,648.4210345,4.0,3.0,No
Female,567.8947235,3.0,3.0,No
Female,694.736825,4.0,3.0,No
Female,569.999987,4.0,1.0,No
Male,855.263136,4.0,6.0,No
Female,732.105244,3.0,3.0,No
Male,754.736825,3.0,5.0,No
Male,765.2631399,2.0,4.0,No
Female,666.315771,4.0,3.0,No
Male,635.78946,4.0,3.0,No
Male,656.315771,4.0,3.0,No
Male,674.736825,5.0,3.0,No
Female,843.68419,3.0,4.0,No
Male,803.68419,4.0,4.0,No
Male,849.473663,2.0,4.0,No
Male,764.2105075,4.0,3.0,No
Female,664.736825,4.0,3.0,No
Female,724.736825,5.0,3.0,No
Male,891.052609,3.0,6.0,No
Female,700.526298,4.0,5.0,No
Female,902.631555,3.0,4.0,No
Female,688.947352,3.0,3.0,No
Male,677.368406,2.0,3.0,No
Female,938.421028,4.0,5.0,No
Male,640.526298,4.0,3.0,Yes
Male,745.263136,4.0,3.0,No
Male,532.631568,4.0,1.0,No
Male,668.947352,4.0,4.0,No
Male,760.526298,3.0,4.0,No
Male,718.947352,3.0,3.0,No
Male,687.368406,4.0,3.0,Yes
Male,710.526298,5.0,3.0,No
Male,690.526298,4.0,3.0,No
Male,886.842082,4.0,4.0,No
Female,661.0526155,1.0,5.0,No
Male,736.315771,4.0,4.0,Yes
Male,809.473663,4.0,4.0,No
Female,532.631568,4.0,3.0,No
Male,849.473663,2.0,5.0,No
Male,879.999974,4.0,4.0,No
Male,891.052609,4.0,5.0,No
Male,874.210501,4.0,6.0,No
Female,760.526298,4.0,3.0,No
Male,742.105244,4.0,5.0,No
Male,782.105244,3.0,3.0,No
Male,882.631555,4.0,4.0,No
Female,813.68419,4.0,3.0,No
Male,737.894717,5.0,3.0,Yes
Female,989.999974,3.0,6.0,No
Male,896.842082,4.0,5.0,No
Male,782.105244,4.0,3.0,No
Male,623.157879,4.0,3.0,No
Male,623.157879,2.0,2.0,No
Female,842.631555,4.0,5.0,No
Male,629.999987,5.0,2.0,No
Female,767.894717,4.0,4.0,No
Female,648.947352,3.0,3.0,No
Female,845.263136,3.0,5.0,Yes
Male,863.68419,3.0,5.0,No
Female,558.421041,3.0,1.0,No
Female,816.315771,4.0,5.0,No
Female,647.368406,3.0,3.0,No
Male,912.631555,4.0,6.0,No
Female,865.263136,4.0,4.0,No
Male,932.631555,5.0,5.0,No
Female,748.947352,3.0,5.0,Yes
Male,825.263136,2.0,4.0,No
Male,674.736825,3.0,3.0,No
Male,812.105244,3.0,4.0,No
Male,823.68419,3.0,4.0,No
Male,704.736825,3.0,5.0,No
Female,853.68419,4.0,6.0,No
Female,886.842082,4.0,6.0,No
Male,948.421028,4.0,4.0,No
Male,469.473676,2.0,3.0,Yes
Female,766.315771,4.0,3.0,No
Male,901.052609,4.0,6.0,No
Female,904.210501,4.0,6.0,No
Male,813.68419,4.0,3.0,No
Male,783.68419,3.0,4.0,No
Male,891.052609,4.0,5.0,No
Female,694.736825,4.0,3.0,No
Male,674.736825,4.0,5.0,No
Female,752.105244,4.0,3.0,No
Male,740.526298,4.0,3.0,No
Male,628.947352,2.0,3.0,No
Female,749.473663,4.0,6.0,No
Female,776.315771,2.0,4.0,No
Female,853.68419,4.0,6.0,No
Female,901.052609,4.0,6.0,No
Male,738.947352,4.0,3.0,No
Male,745.263136,5.0,6.0,No
Male,875.263136,4.0,5.0,No
Male,728.4210345,2.0,4.0,No
Male,856.842082,5.0,4.0,No
Male,750.526298,3.0,3.0,No
Female,979.999974,4.0,6.0,No
Male,693.157879,2.0,4.0,No
Male,710.526298,3.0,4.0,No
Female,773.68419,3.0,4.0,No
Male,809.473663,4.0,6.0,Yes
Male,787.894717,3.0,3.0,No
Male,625.78946,4.0,2.0,No
Male,929.999974,3.0,3.0,No
Male,791.052609,5.0,4.0,No
Male,521.578933,3.0,1.0,No
Male,688.947352,4.0,5.0,No
Female,649.999987,2.0,3.0,No
Female,932.631555,4.0,4.0,No
Female,758.947352,3.0,3.0,No
Male,896.842082,4.0,5.0,No
Female,906.842082,2.0,5.0,No
Male,701.0526155,4.0,2.0,No
Female,751.0526155,3.0,2.0,No
Male,805.263136,1.0,3.0,No
Male,849.473663,3.0,5.0,No
Female,766.8420885,3.0,4.0,Yes
Male,527.368406,4.0,4.0,Yes
Female,979.999974,4.0,5.0,No
Male,928.421028,4.0,5.0,No
Male,758.947352,4.0,3.0,No
Male,886.842082,4.0,6.0,No
Male,796.315771,4.0,4.0,No
Male,736.315771,4.0,4.0,No
Male,774.2105075,2.0,5.0,No
Male,574.210514,2.0,2.0,No
Male,819.473663,3.0,3.0,No
Female,797.894717,3.0,5.0,No
Male,639.999987,5.0,3.0,No
Female,677.368406,2.0,3.0,No
Male,849.473663,3.0,4.0,No
Female,813.68419,4.0,3.0,No
Female,602.631568,4.0,3.0,No
Female,718.947352,5.0,5.0,No
Male,849.473663,4.0,5.0,No
Male,752.105244,1.0,3.0,No
Female,668.947352,4.0,3.0,No
Female,958.421028,2.0,4.0,Yes
Male,845.263136,4.0,3.0,No
Female,549.999987,4.0,3.0,No
Female,696.315771,4.0,3.0,No
Male,614.210514,4.0,2.0,No
Female,796.315771,5.0,4.0,No
Female,748.4210345,3.0,2.0,No
Female,796.315771,4.0,5.0,No
Male,767.894717,4.0,4.0,No
Male,746.315771,4.0,4.0,No
Male,806.842082,5.0,6.0,No
Female,477.89473,2.0,3.0,No
Male,795.263136,4.0,3.0,No
Female,656.315771,4.0,3.0,No
Female,494.210514,3.0,3.0,No
Male,754.2105075,3.0,6.0,No
Male,733.157879,4.0,4.0,No
Female,747.894717,3.0,4.0,No
Male,786.315771,3.0,6.0,No
Male,819.473663,4.0,5.0,No
Female,657.368406,3.0,3.0,No
Female,784.736825,3.0,4.0,No
Female,775.263136,3.0,3.0,Yes
Male,707.368406,3.0,4.0,No
Male,663.6841965,4.0,2.0,No
Female,737.894717,4.0,3.0,No
Male,864.210501,3.0,4.0,No
Male,678.947352,4.0,3.0,No
Female,865.263136,4.0,5.0,No
Female,614.210514,3.0,5.0,No
Male,722.105244,5.0,3.0,No
Male,817.894717,4.0,4.0,No
Male,846.842082,5.0,4.0,No
Female,725.2631425,4.0,4.0,No
Male,501.052622,2.0,3.0,No
Female,736.315771,3.0,5.0,No
Female,551.052622,3.0,2.0,Yes
Female,706.8420885,3.0,4.0,No
Female,648.421041,3.0,2.0,No
Male,629.999987,4.0,4.0,No
Female,783.68419,3.0,4.0,No
Male,643.157879,4.0,3.0,No
Male,628.947352,3.0,2.0,No
Female,797.894717,2.0,3.0,No
Male,896.842082,4.0,6.0,No
Female,924.210501,4.0,6.0,No
Male,885.263136,3.0,6.0,No
Male,736.842082,3.0,2.0,No
